نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
أرض,تجاري وسكني, الرياض , حي الشعلة ,جنوبية,900,944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,849600
أرض,تجاري وسكني, الرياض , حي عريض ,ثلاث شوارع,495,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,495000
فيلا,سكني, الرياض , حي المونسية ,جنوبية,319,-,6,2,4,-,1,1,1,1,1,1,0,0,1,1,3150000
فيلا,سكني, الرياض , حي النظيم ,شرقية,600,-,4,3,3,25,0,1,1,0,1,1,0,0,1,0,1800000
فيلا,سكني, الرياض , حي اشبيلية ,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,2500000
فيلا,سكني, الرياض , حي العارض ,شرقية,510,-,5,2,5+,-,1,1,1,1,1,1,1,0,1,1,4000000
أرض,تجاري وسكني, الرياض , حي القدس ,جنوبية,750,7333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5499750
أرض,سكني, حي ظهرة لبن , شارع العين ,جنوبية غربية,900,3333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2999700
أرض,تجاري وسكني, الرياض , حي خشم العان ,شمالية,1050,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2625000
فيلا,سكني, الرياض , حي الرمال ,شمالية,375,-,4,1,5+,-,1,1,1,0,1,0,0,0,1,1,2450000
أرض,سكني, حي عريض , طريق النفود ,شمالية غربية,1050,2095,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2199750
فيلا,سكني, الرياض , حي النرجس ,شمالية,324,-,5,2,5+,-,1,1,1,1,0,1,0,0,1,0,2350000
فيلا,سكني, الرياض , حي النهضة ,جنوبية,375,-,4,3,4,20,1,1,1,0,0,0,0,0,1,1,2150000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,240,822,-,-,-,-,-,-,-,-,-,-,-,-,-,-,197280
أرض,سكني, الرياض , حي المهدية ,جنوبية,392,1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,548800
أرض,سكني, الرياض , حي غرناطة ,ثلاث شوارع,4187,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4187000
أرض,سكني, الرياض , حي الندى ,شرقية,750,6500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4875000
أرض,سكني, حريملاء, الرياض ,شرقية,750,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2250000
فيلا,سكني, الرياض , حي الملك فهد ,شمالية شرقية,420,-,6,2,5+,20,0,1,1,1,1,1,0,0,1,0,2400000
أرض,تجاري وسكني, الرياض , حي المروة ,شرقية,2625,4500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11812500
أرض,تجاري, حي الرمال , ,شرقية,360,2777,-,-,-,-,-,-,-,-,-,-,-,-,-,-,999720
فيلا,سكني, الرياض , حي طويق ,غربية,225,-,5,5,5+,-,1,1,1,1,1,1,0,0,1,0,1250000
فيلا,سكني, الرياض , حي الندوة ,جنوبية,375,-,5,1,4,15,0,1,0,0,0,1,0,0,1,0,1050000
فيلا,سكني, الرياض, حي المهدية ,شمالية,450,-,6,3,5+,20,1,1,1,0,1,1,0,0,1,1,3300000
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
فيلا,سكني, الرياض , حي اليرموك ,جنوبية شرقية,336,-,7+,3,5+,-,1,1,1,1,1,1,0,0,1,0,2200000
أرض,سكني, حريملاء, الرياض ,شمالية,362,1670,-,-,-,-,-,-,-,-,-,-,-,-,-,-,604540
أرض,سكني, الرياض , حي الخليج ,شمالية شرقية,648,3500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2268000
فيلا,سكني, الدرعية, العيينة ,غربية,256,-,7+,2,5+,-,1,1,1,0,0,1,0,0,1,1,1500000
أرض,سكني, الرياض , حي العارض ,جنوبية,495,4200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2079000
أرض,تجاري وسكني, حريملاء, ملهم ,شمالية شرقية,945,945000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,893025000
أرض,سكني, الرياض , حي البيان ,غربية,5300,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13250000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,810,802,-,-,-,-,-,-,-,-,-,-,-,-,-,-,649620
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,375,-,5,3,5+,-,1,1,1,0,1,1,0,0,1,1,3650000
أرض,سكني, الرياض , حي العارض ,شمالية غربية,1064,5500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5852000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,731,3800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2777800
أرض,سكني, الرياض , حي السعادة ,جنوبية,623,1450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,903350
فيلا,سكني, الرياض , حي النسيم الشرقي ,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1700000
أرض,سكني, الرياض , حي الملك فيصل ,غربية,760,526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,399760
أرض,سكني, الرياض , حي العارض ,جنوبية,638,3150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2009700
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,460,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,920000
فيلا,سكني, الرياض , حي بدر ,شمالية شرقية,309,-,6,3,5+,15,1,1,1,0,1,1,0,0,1,1,1080000
أرض,سكني, الرياض , حي النرجس ,شمالية,900,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3600000
أرض,تجاري وسكني, الرياض , حي الجنادرية ,شرقية,999,2202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2199798
أرض,تجاري, الرياض , حي القادسية ,شرقية,900,3333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2999700
أرض,تجاري وسكني, الرياض , حي النهضة ,شرقية,420,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1260000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500000
أرض,سكني, الرياض , حي النرجس ,غربية,400,4900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1960000
أرض,تجاري وسكني, حريملاء, الرياض ,شمالية غربية,368,7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2760000
أرض,سكني, الرياض , حي المهدية ,جنوبية,459,2680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1230120
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,289500
أرض,سكني, الرياض , حي العقيق ,غربية,625,8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000000
فيلا,سكني, الرياض , حي بدر ,جنوبية,300,-,7+,2,5+,20,1,1,1,0,1,1,0,0,1,0,990000
أرض,تجاري وسكني, الرياض, الرياض ,شرقية,375,1450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,543750
فيلا,سكني, الرياض , حي الرمال ,شرقية,500,-,4,1,2,15,0,1,0,0,0,1,0,0,1,0,1900000
أرض,تجاري وسكني, الرياض , حي الازدهار ,غربية,771,940,-,-,-,-,-,-,-,-,-,-,-,-,-,-,724740
فيلا,سكني, الرياض , حي البيان ,غربية,420,-,5,2,5+,-,0,1,1,1,1,1,0,0,1,0,2200000
فيلا,سكني, الرياض , حي الجنادرية ,جنوبية,200,-,7+,-,5+,-,0,1,0,0,0,0,0,0,1,1,1100000
أرض,سكني, الرياض , ضاحية نمار ,جنوبية شرقية,2200,19780,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43516000
أرض,تجاري وسكني, الرياض , حي الرمال ,أربع شوارع,299684,1450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,434541800
أرض,تجاري وسكني, الرياض , حي الجنادرية ,شمالية,299,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,598000
فيلا,سكني, الرياض , حي النرجس ,جنوبية,350,-,4,4,4,-,1,1,1,0,0,1,0,1,1,1,2600000
أرض,سكني, امارة منطقة الرياض, حي ظهرة لبن ,جنوبية,450,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1350000
أرض,سكني, الرياض , حي المهدية ,شمالية,451,2200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,992200
فيلا,سكني, الرياض , حي العارض ,غربية,200,-,4,2,5+,-,1,0,0,1,0,0,0,0,1,0,2000000
أرض,تجاري وسكني, الرياض , حي عريض ,شمالية,517,3100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1602700
أرض,سكني, الرياض , حي النهضة ,جنوبية,750,3200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2400000
فيلا,سكني, الرياض , حي المصيف ,شرقية,820,-,6,2,5+,20,1,1,1,1,1,1,1,0,1,0,5000000
فيلا,سكني, الرياض , حي الحمراء ,غربية,375,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,3500000
أرض,سكني, حريملاء, الرياض ,جنوبية,780,1415,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1103700
فيلا,سكني, الرياض , حي الربيع ,شرقية,325,-,7+,3,5+,-,1,1,1,1,0,1,0,0,1,0,3200000
أرض,سكني, الرياض , حي الرمال ,شرقية,420,476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,199920
أرض,سكني, الرياض , حي المهدية ,جنوبية,600,2650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1590000
أرض,تجاري وسكني, الرياض , حي المهدية ,جنوبية,337,2240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,754880
فيلا,سكني, الرياض , حي الرمال ,جنوبية,651,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,5000000
أرض,سكني, الرياض , حي ثليم ,شرقية,2227,19780,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44050060
فيلا,سكني, الرياض , حي الحمراء ,غربية,1180,-,7+,3,5+,-,1,1,1,1,1,1,0,1,0,1,6500000
أرض,سكني, الدرعية, العيينة ,جنوبية,825,3250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2681250
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,465,1226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,570090
أرض,سكني, الرياض , حي المهدية ,شرقية,450,2555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1149750
أرض,سكني, الرياض , حي بنبان ,جنوبية شرقية,10000,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000000
فيلا,سكني, الرياض , حي طويق ,غربية,375,-,7+,2,5+,15,1,1,1,0,0,1,0,0,1,0,1750000
فيلا,سكني, الرياض , حي البيان ,شرقية,276,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1500000
فيلا,سكني, الدرعية, العيينة ,جنوبية,405,-,7+,2,5+,-,1,1,1,0,1,1,0,0,1,0,2030000
أرض,سكني, حريملاء, الرياض ,شمالية,379,1490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,564710
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,5850,2600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15210000
أرض,تجاري وسكني, الرياض , حي النسيم الغربي ,شرقية,1250,6500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8125000
أرض,تجاري وسكني, حريملاء, الرياض ,جنوبية شرقية,235,1829,-,-,-,-,-,-,-,-,-,-,-,-,-,-,429815
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,2000,865,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1730000
أرض,تجاري وسكني, الرياض , حي اليرموك ,شرقية,450,3500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1575000
فيلا,سكني, الرياض, حي النخيل ,جنوبية شرقية,1825,-,7+,2,5+,30,1,1,1,1,1,1,1,1,1,0,20000000
فيلا,سكني, الرياض , حي الروابي ,جنوبية,462,-,7+,2,5+,20,1,1,1,1,1,1,0,0,1,0,3000000
أرض,تجاري وسكني, الرياض , حي الشفا ,جنوبية غربية,971,2059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1999289
أرض,تجاري وسكني, الرياض , حي لبن ,جنوبية شرقية,400,5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2000000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,469,-,6,5,5+,-,1,1,1,0,1,1,0,0,1,1,1830000
فيلا,سكني, الرياض , حي ظهرة البديعة ,جنوبية,275,-,6,3,5+,15,1,1,1,1,1,1,0,0,1,1,1700000
أرض,سكني, حريملاء, الرياض ,غربية,750,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500000
أرض,سكني, الرياض , حي النرجس ,جنوبية,360,5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1800000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,2100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,787500
أرض,تجاري, الرياض , حي الرمال ,شمالية,375,1466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,549750
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,360,575,-,-,-,-,-,-,-,-,-,-,-,-,-,-,207000
أرض,سكني, امارة منطقة الرياض, الرياض ,ثلاث شوارع,1225,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3062500
فيلا,سكني, الرياض , حي النهضة ,شرقية,300,-,5,2,5+,25,1,1,1,1,0,1,0,0,1,0,2150000
أرض,تجاري, الرياض , حي القادسية ,جنوبية شرقية,306,2700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,826200
أرض,تجاري وسكني, الرياض , حي القادسية ,أربع شوارع,10000,2400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24000000
فيلا,سكني, الرياض , حي الربوة ,شمالية,1601,-,4,2,4,20,1,1,1,1,1,1,1,0,1,0,6564100
فيلا,سكني, الرياض , حي قرطبة ,شمالية,225,-,5,2,5+,-,1,1,1,0,1,1,0,0,1,0,2450000
أرض,تجاري وسكني, الرياض , حي النظيم ,جنوبية شرقية,2500,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000000
فيلا,سكني, الرياض , حي ظهرة لبن ,شمالية,450,-,4,2,4,-,1,1,1,0,1,1,0,0,1,0,2300000
فيلا,سكني, الرياض , حي الرمال ,شمالية,225,-,3,1,5+,-,1,1,0,1,0,1,0,0,1,0,2350000
أرض,سكني, الرياض , حي عريض ,جنوبية,405,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,405000
أرض,تجاري, الرياض , حي قرطبة ,شرقية,800,5500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4400000
أرض,سكني, الرياض , حي النرجس ,جنوبية,550,5500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3025000
أرض,سكني, الرياض , ضاحية نمار ,غربية,375,1333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,499875
فيلا,سكني, الرياض , حي طويق ,جنوبية,300,-,5,3,5+,30,1,1,0,0,0,0,1,0,1,0,1330000
فيلا,سكني, الرياض , حي الجنادرية ,شمالية,270,-,5,2,5+,15,1,1,1,0,0,1,0,0,1,0,1000000
أرض,سكني, الرياض , ضاحية نمار ,شرقية,864,1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1100736
فيلا,سكني, الرياض , حي العليا ,شرقية,260,-,5,3,5+,-,1,0,1,0,1,1,0,0,1,1,2800000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,361,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,902500
فيلا,سكني, الرياض , حي العزيزية ,جنوبية,608,-,7+,3,5+,20,1,1,1,0,1,1,0,0,1,0,1700000
أرض,سكني, حريملاء, الرياض ,جنوبية,360,1480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,532800
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,400,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1600000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية,1089,2954,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3216906
أرض,سكني, الرياض , حي المهدية ,غربية,450,2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1305000
فيلا,سكني, الرياض , حي الحمراء ,جنوبية,580,-,7+,4,5+,-,1,1,1,1,1,1,1,0,1,1,5400000
أرض,سكني, حريملاء, الرياض ,شرقية,375,1306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,489750
فيلا,سكني, الرياض , حي الخليج ,شرقية,325,-,5,2,5+,20,1,1,0,0,1,0,0,0,1,0,2000000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,400,625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250000
فيلا,سكني, الرياض , حي ظهرة لبن ,شمالية,200,-,6,2,5+,20,1,1,0,0,0,0,0,0,0,0,1200000
أرض,تجاري وسكني, الرياض , حي البرية ,شمالية غربية,671,700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,469700
أرض,تجاري وسكني, الرياض , حي الخير ,غربية,750,2600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1950000
أرض,سكني, حريملاء, الرياض ,جنوبية,450,1488,-,-,-,-,-,-,-,-,-,-,-,-,-,-,669600
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,810,802,-,-,-,-,-,-,-,-,-,-,-,-,-,-,649620
فيلا,سكني, الرياض , حي العليا ,شمالية غربية,900,-,7+,3,5+,-,1,1,1,1,1,1,0,0,1,0,6000000
أرض,تجاري وسكني, الرياض , حي الجنادرية ,جنوبية,375,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,750000
فيلا,سكني, الرياض , حي النسيم الغربي ,ثلاث شوارع,765,-,7+,4,5+,-,1,1,0,0,0,1,0,0,0,0,2750000
أرض,سكني, الرياض , حي النرجس ,شمالية,3493,6200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21656600
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,900,4800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4320000
فيلا,سكني, الرياض , حي الشفا ,شمالية,300,-,5,4,5+,18,1,1,1,0,1,1,0,0,1,0,1200000
أرض,تجاري وسكني, رماح, الرياض ,شرقية,750,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1125000
أرض,سكني, العيينة , حي الوادي ,شرقية,625,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1875000
أرض,سكني, حريملاء, الرياض ,شرقية,375,1550,-,-,-,-,-,-,-,-,-,-,-,-,-,-,581250
أرض,تجاري, الرياض , حي النرجس ,شمالية شرقية,452,1438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,649976
أرض,سكني, الرياض , حي النخيل ,جنوبية,900,13333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11999700
فيلا,سكني, الرياض , حي القدس ,شمالية,900,-,5,5,5+,-,1,1,0,0,1,1,1,0,1,0,4700000
أرض,تجاري, الرياض , حي الرمال ,ثلاث شوارع,1200,3400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4080000
أرض,سكني, الرياض , حي المهدية ,غربية,537,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1342500
فيلا,سكني, الرياض , حي المعيزلة ,شرقية,600,-,6,4,5+,-,1,1,1,1,0,1,0,0,1,0,3200000
أرض,سكني, الرياض , حي المهدية ,شمالية,670,993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,665310
فيلا,سكني, الرياض , حي السلام ,شرقية,500,-,7+,2,5+,20,0,1,1,0,0,1,0,0,1,0,1850000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,529875
فيلا,سكني, الرياض , حي الخليج ,جنوبية غربية,246,-,7+,1,5+,-,1,1,1,0,1,1,0,0,1,1,2300000
فيلا,سكني, الرياض , حي النرجس ,شمالية,813,-,5,3,5+,25,1,1,1,1,1,1,1,0,1,1,14000000
أرض,سكني, حريملاء, الرياض ,جنوبية غربية,960,1145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1099200
أرض,سكني, الرياض , حي عرقة ,غربية,1400,2400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3360000
أرض,سكني, الرياض , حي عريض ,جنوبية,486,2889,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1404054
فيلا,سكني, الرياض , حي الرمال ,شمالية شرقية,404,-,6,2,5+,-,1,0,0,1,1,1,0,1,1,1,2100000
فيلا,سكني, الرياض , حي العريجاء الغربي ,شمالية,200,-,5,3,5+,20,1,1,0,0,1,1,0,0,1,0,900000
أرض,سكني, الرياض , حي الرمال ,ثلاث شوارع,1080,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3240000
فيلا,سكني, الرياض , حي العارض ,غربية,900,-,6,2,5+,-,1,0,1,1,0,1,0,0,1,0,8000000
أرض,سكني, الرياض , حي المغرزات ,جنوبية شرقية,1050,8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8400000
أرض,سكني, حريملاء, الرياض ,شرقية,375,1450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,543750
أرض,تجاري وسكني, الرياض , حي الرمال ,شمالية,1250,3500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4375000
فيلا,سكني, الرياض , حي المهدية ,جنوبية,704,-,4,4,4,-,1,1,1,0,1,1,0,0,0,0,2300000
أرض,سكني, الرياض , حي المحمدية ,أربع شوارع,3500,9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31500000
أرض,تجاري وسكني, الرياض , حي الملك عبدالله ,أربع شوارع,8217,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24651000
أرض,سكني, حريملاء, الرياض ,جنوبية شرقية,833,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1249500
أرض,سكني, الرياض , حي الخير ,غربية,400,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,600000
أرض,سكني, الرياض , حي الرمال ,جنوبية غربية,1930,2800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5404000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,918,1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1285200
أرض,سكني, الرياض , حي النرجس ,غربية,399,5850,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2334150
أرض,تجاري وسكني, حريملاء, ملهم ,غربية,630,1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,800100
أرض,سكني, حريملاء, الرياض ,غربية,375,9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3375000
فيلا,سكني, الرياض , حي الدار البيضاء ,شرقية,375,-,5,1,1,15,0,0,0,0,0,0,0,0,0,0,1300000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,274950
فيلا,سكني, الرياض , حي الملقا ,شرقية,375,-,4,2,5+,-,1,1,1,1,1,1,0,0,1,1,4300000
فيلا,سكني, الرياض , حي المونسية ,جنوبية,580,-,7+,4,5+,-,1,1,1,1,1,1,1,0,1,1,5500000
